ID,Lat,Long
1,28.587158,-80.580867
1,28.586848,-80.581625
1,28.586380,-80.581711
1,28.585262,-80.583933
1,28.584163,-80.584937
1,28.583282,-80.585149
1,28.581293,-80.583572
1,28.581217,-80.583029
1,28.582621,-80.580716
1,28.584027,-80.580691
1,28.585926,-80.581559
1,28.586367,-80.580607
