ID,Lat,Long
1,28.630711, -80.618732
1,28.630702, -80.622884
1,28.629499, -80.625405
1,28.626934, -80.625429
1,28.624084, -80.623578
1,28.623566, -80.622549
1,28.623584, -80.620657
1,28.621977, -80.620592
1,28.622014, -80.618574
1,28.623442, -80.618488
1,28.626913, -80.616228
1,28.629459, -80.616281
